,Slot of Booking (Hour of the Day),90_days_repeat,Days_between_booking_service,Source_B,Source_C,Source_D
8681,14,1,3,0,1,0
8682,17,1,3,0,1,0
8683,19,1,2,0,0,1
8684,13,0,4,1,0,0
8685,14,0,0,0,0,1
8686,10,0,5,0,1,0
8687,13,1,5,0,0,1
8688,14,1,5,0,1,0
8689,8,1,0,1,0,0
8690,13,1,0,0,1,0
8691,7,1,5,0,1,0
8692,15,1,4,0,1,0
8693,15,1,4,0,1,0
8694,18,1,0,0,1,0
8695,6,1,4,0,0,1
8696,19,1,2,0,1,0
8697,14,1,2,0,1,0
8698,14,1,0,1,0,0
8699,13,1,0,0,0,0
8700,13,1,0,1,0,0
8701,14,1,4,0,0,1
8702,14,0,5,0,0,0
8703,19,0,2,0,0,1
8704,6,0,0,0,0,0
8705,10,0,5,0,0,1
8706,13,0,4,1,0,0
8707,13,0,5,0,1,0
8708,13,0,1,1,0,0
8709,14,0,2,0,0,0
8710,9,0,2,0,1,0
8711,14,0,4,0,0,1
8712,8,0,3,0,0,0
8713,11,0,1,0,1,0
8714,14,0,5,0,0,0
8715,14,0,0,0,1,0
8716,9,0,4,0,1,0
8717,14,0,5,1,0,0
8718,14,0,0,0,0,0
8719,18,1,5,0,0,1
8720,11,1,5,0,1,0
8721,13,0,3,0,1,0
8722,14,0,5,1,0,0
8723,11,0,4,0,0,1
8724,13,1,5,1,0,0
8725,12,1,0,0,0,1
8726,13,1,0,1,0,0
8727,13,1,3,0,1,0
8728,7,1,4,1,0,0
8729,12,1,5,0,0,1
8730,19,1,4,0,0,1
8731,14,1,5,0,0,1
8732,8,1,2,0,0,1
8733,14,1,5,0,0,1
8734,16,1,5,0,0,0
8735,17,1,2,0,1,0
8736,15,1,3,0,0,1
8737,10,1,4,0,0,1
8738,16,1,0,1,0,0
8739,14,0,5,1,0,0
8740,10,0,2,0,1,0
8741,13,0,1,1,0,0
8742,13,0,5,0,0,0
8743,14,0,5,0,1,0
8744,14,0,1,1,0,0
8745,14,0,5,0,0,0
8746,14,0,4,0,0,0
8747,8,0,1,0,0,1
8748,12,0,3,1,0,0
8749,17,0,1,0,1,0
8750,14,0,1,1,0,0
8751,7,0,5,0,0,1
8752,14,0,1,1,0,0
8753,14,0,4,0,0,1
8754,8,0,4,1,0,0
8755,19,0,3,1,0,0
8756,14,0,5,0,0,0
8757,15,0,1,0,0,1
8758,8,0,0,0,1,0
8759,13,0,2,0,1,0
8760,18,0,2,0,1,0
8761,14,0,1,1,0,0
8762,19,0,5,0,0,1
8763,11,0,4,0,0,1
8764,12,0,0,0,1,0
8765,18,0,4,1,0,0
8766,14,0,0,0,1,0
8767,13,0,4,1,0,0
8768,14,0,5,1,0,0
8769,15,0,5,0,1,0
8770,7,0,4,0,0,1
8771,14,0,5,0,0,1
8772,14,0,1,1,0,0
8773,10,0,4,0,1,0
8774,6,0,3,0,0,0
8775,13,0,5,0,0,0
8776,17,0,4,0,0,1
8777,14,1,3,0,1,0
8778,10,1,4,0,1,0
8779,13,1,4,0,0,0
8780,14,0,4,0,0,0
8781,8,0,3,0,0,1
8782,15,0,2,0,1,0
8783,19,0,1,0,0,1
8784,13,0,5,0,0,0
8785,14,0,1,0,1,0
8786,14,0,0,0,1,0
8787,14,0,4,0,0,0
8788,14,0,0,0,0,0
8789,15,0,5,0,1,0
8790,14,0,1,0,0,1
8791,14,0,3,0,0,1
8792,8,0,3,0,0,0
8793,7,1,0,0,1,0
8794,13,1,2,0,1,0
8795,9,0,3,1,0,0
8796,16,0,4,0,0,1
8797,14,0,1,0,0,0
8798,14,1,0,0,0,0
8799,6,1,0,1,0,0
8800,10,1,0,0,0,0
8801,14,1,4,0,0,1
8802,6,1,4,0,1,0
8803,8,1,4,1,0,0
8804,16,1,1,0,0,0
8805,19,1,0,1,0,0
8806,13,1,1,1,0,0
8807,14,1,1,0,0,1
8808,13,0,5,0,0,0
8809,7,1,4,0,1,0
8810,14,1,2,0,1,0
8811,16,1,3,0,1,0
8812,13,1,2,0,0,0
8813,14,1,3,1,0,0
8814,6,1,5,0,0,1
8815,12,1,1,0,1,0
8816,17,0,0,1,0,0
8817,13,0,0,1,0,0
8818,14,0,2,1,0,0
8819,17,0,4,0,0,1
8820,14,0,1,1,0,0
8821,16,0,2,0,0,1
8822,13,1,4,0,0,0
8823,14,1,1,0,0,1
8824,13,0,1,0,0,0
8825,13,0,0,0,1,0
8826,7,1,1,1,0,0
8827,14,1,3,0,0,1
8828,13,1,4,0,0,0
8829,13,1,2,1,0,0
8830,14,1,5,0,1,0
8831,6,0,0,0,0,0
8832,14,0,4,1,0,0
8833,19,0,5,0,0,1
8834,9,0,2,1,0,0
8835,14,0,2,1,0,0
8836,12,0,4,1,0,0
8837,17,0,3,0,1,0
8838,14,0,5,0,0,0
8839,14,0,0,1,0,0
8840,14,0,3,1,0,0
8841,11,0,1,0,0,1
8842,13,0,2,1,0,0
8843,14,0,1,0,0,0
8844,14,0,5,0,0,0
8845,12,0,4,0,1,0
8846,17,0,0,1,0,0
8847,14,0,1,0,0,1
8848,7,0,0,0,1,0
8849,17,0,5,0,1,0
8850,11,0,2,0,1,0
8851,19,1,3,0,0,0
8852,14,1,5,0,1,0
8853,13,0,2,1,0,0
8854,13,0,1,0,1,0
8855,13,0,2,0,1,0
8856,14,0,5,1,0,0
8857,14,1,1,0,1,0
8858,13,1,1,0,1,0
8859,13,0,0,0,0,0
8860,14,0,0,1,0,0
8861,14,1,3,0,0,1
8862,8,1,2,0,0,1
8863,12,1,2,0,0,1
8864,14,1,4,1,0,0
8865,14,1,0,0,1,0
8866,14,1,1,0,1,0
8867,18,1,5,0,1,0
8868,14,1,2,0,1,0
8869,14,1,3,1,0,0
8870,18,1,2,0,0,0
8871,8,1,5,0,0,0
8872,15,1,2,0,1,0
8873,15,1,3,0,0,0
8874,13,1,3,1,0,0
8875,19,1,0,1,0,0
8876,14,1,5,1,0,0
8877,14,1,5,1,0,0
8878,13,1,0,0,0,0
8879,19,1,5,0,0,0
8880,14,1,4,0,1,0
8881,8,1,2,0,0,0
8882,9,1,5,1,0,0
8883,13,1,1,1,0,0
8884,13,1,3,0,0,1
8885,13,0,5,0,0,0
8886,6,0,3,1,0,0
8887,15,0,3,1,0,0
8888,7,0,5,0,0,0
8889,14,0,3,0,1,0
8890,18,0,1,0,1,0
8891,14,0,0,0,0,0
8892,16,0,0,0,1,0
8893,16,0,3,1,0,0
8894,15,0,0,1,0,0
8895,13,0,2,1,0,0
8896,14,0,3,0,0,0
8897,11,0,3,0,1,0
8898,11,0,2,0,1,0
8899,14,0,4,0,1,0
8900,10,0,3,1,0,0
8901,11,1,4,1,0,0
8902,14,1,5,0,1,0
8903,14,1,2,0,0,1
8904,18,1,2,0,0,1
8905,14,1,5,0,0,1
8906,18,1,1,0,0,0
8907,14,0,3,0,0,0
8908,14,0,4,0,0,1
8909,14,0,2,0,1,0
8910,14,0,1,0,1,0
8911,14,0,1,0,0,0
8912,17,0,4,0,1,0
8913,16,0,2,0,0,1
8914,14,0,2,0,1,0
8915,8,0,1,0,0,0
8916,14,0,1,0,0,0
8917,12,0,3,1,0,0
8918,18,0,4,1,0,0
8919,12,0,0,0,0,1
8920,19,0,1,0,0,0
8921,7,1,2,0,0,0
8922,14,1,2,1,0,0
8923,7,1,1,0,1,0
8924,12,1,4,0,1,0
8925,8,1,1,0,0,1
8926,13,1,5,0,0,0
8927,14,1,2,0,1,0
8928,14,0,4,1,0,0
8929,14,0,4,0,1,0
8930,14,0,5,0,1,0
8931,11,0,3,0,1,0
8932,16,0,2,0,0,1
8933,14,0,2,0,0,0
8934,14,0,1,0,1,0
8935,13,0,1,0,0,0
8936,8,0,4,0,1,0
8937,14,0,2,0,1,0
8938,10,0,4,0,1,0
8939,14,0,2,0,0,1
8940,14,0,2,0,0,0
8941,11,1,3,0,1,0
8942,14,1,1,0,0,1
8943,8,1,1,0,1,0
8944,14,1,2,1,0,0
8945,13,0,0,0,0,1
8946,19,0,2,0,0,1
8947,10,0,1,0,0,1
8948,8,0,1,0,1,0
8949,10,0,1,0,0,1
8950,10,0,1,1,0,0
8951,13,0,0,0,0,0
8952,12,0,0,0,0,0
8953,14,0,0,0,1,0
8954,14,0,4,0,0,1
8955,17,0,2,0,1,0
8956,14,0,1,0,0,1
8957,13,0,4,0,1,0
8958,14,0,3,0,0,1
8959,14,0,4,0,1,0
8960,14,0,0,0,1,0
8961,9,0,4,0,0,0
8962,9,0,4,0,1,0
8963,14,0,0,1,0,0
8964,6,0,3,0,0,0
8965,12,0,2,0,1,0
8966,11,0,4,0,0,1
8967,6,0,5,0,1,0
8968,14,0,1,0,0,1
8969,14,0,0,0,0,1
8970,14,0,2,1,0,0
8971,18,0,0,0,1,0
8972,16,0,1,1,0,0
8973,10,0,2,1,0,0
8974,14,0,0,0,0,1
8975,13,0,3,0,0,0
8976,7,1,4,0,0,1
8977,14,1,1,0,0,1
8978,10,1,5,0,1,0
8979,15,1,1,0,1,0
8980,9,1,3,1,0,0
8981,13,1,2,1,0,0
8982,15,1,1,0,0,1
8983,14,1,3,0,0,1
8984,8,1,5,0,1,0
8985,7,1,1,0,1,0
8986,14,1,2,1,0,0
8987,12,1,0,0,0,1
8988,18,1,5,1,0,0
8989,14,1,0,0,1,0
8990,14,1,4,0,0,0
8991,18,1,5,0,0,1
8992,14,1,3,0,0,1
8993,14,0,0,1,0,0
8994,14,0,4,1,0,0
8995,14,0,0,0,0,1
8996,10,0,2,0,0,1
8997,13,0,2,0,1,0
8998,16,0,2,0,1,0
8999,14,0,2,0,0,0
9000,7,0,5,1,0,0
9001,6,0,3,0,1,0
9002,14,0,0,0,1,0
9003,10,0,1,0,0,0
9004,14,0,2,0,0,0
9005,14,0,3,1,0,0
9006,14,0,1,1,0,0
9007,11,0,5,0,0,0
9008,17,0,5,0,0,1
9009,19,1,0,0,0,1
9010,14,1,4,0,0,1
9011,14,1,0,1,0,0
9012,14,1,2,0,1,0
9013,10,1,0,1,0,0
9014,9,1,3,0,0,0
9015,14,1,1,0,0,0
9016,13,1,0,0,0,0
9017,14,0,2,1,0,0
9018,6,1,4,0,0,1
9019,8,1,0,0,1,0
9020,13,1,5,1,0,0
9021,8,1,0,0,0,1
9022,14,1,3,0,0,1
9023,11,0,3,0,0,1
9024,18,0,0,0,0,1
9025,14,0,4,0,0,0
9026,14,0,4,1,0,0
9027,14,0,2,0,0,1
9028,8,0,3,0,0,1
9029,14,1,2,0,0,1
9030,14,1,1,1,0,0
9031,14,1,4,1,0,0
9032,14,1,0,0,1,0
9033,14,0,4,0,0,0
9034,12,0,1,0,0,0
9035,18,0,5,1,0,0
9036,14,0,0,0,1,0
9037,7,0,3,0,0,1
9038,13,0,1,0,0,1
9039,14,0,2,0,1,0
9040,18,0,1,0,1,0
9041,13,0,3,1,0,0
9042,13,1,1,0,0,1
9043,16,1,1,1,0,0
9044,14,1,4,0,1,0
9045,14,1,0,0,0,0
9046,10,1,4,1,0,0
9047,13,1,4,0,0,1
9048,10,1,4,0,1,0
9049,13,1,5,0,0,1
9050,14,1,2,0,0,0
9051,14,1,0,0,1,0
9052,14,0,4,1,0,0
9053,18,0,0,0,0,0
9054,7,0,3,0,0,1
9055,9,1,0,0,0,0
9056,14,1,2,0,0,1
9057,11,1,4,0,0,1
9058,14,1,4,0,0,1
9059,16,1,4,1,0,0
9060,14,1,0,0,0,0
9061,15,1,0,0,0,1
9062,14,1,4,0,0,1
9063,10,1,5,0,1,0
9064,19,0,1,0,0,1
9065,14,0,4,0,0,1
9066,14,1,0,1,0,0
9067,15,1,0,0,0,0
9068,14,1,0,0,0,0
9069,12,0,1,0,0,1
9070,18,0,3,1,0,0
9071,14,0,4,1,0,0
9072,14,0,4,0,0,1
9073,11,0,3,0,1,0
9074,18,0,4,1,0,0
9075,14,0,5,1,0,0
9076,13,0,2,0,1,0
9077,9,1,5,0,0,1
9078,7,1,2,0,0,0
9079,7,0,0,0,0,1
9080,14,0,5,0,1,0
9081,12,0,2,0,1,0
9082,14,0,1,0,1,0
9083,12,0,3,1,0,0
9084,14,0,1,0,0,1
9085,17,0,1,0,1,0
9086,8,0,1,1,0,0
9087,14,0,3,0,0,1
9088,6,0,2,1,0,0
9089,6,0,5,0,1,0
9090,17,0,0,1,0,0
9091,9,0,5,1,0,0
9092,14,0,1,0,0,0
9093,15,0,5,1,0,0
9094,14,0,4,0,1,0
9095,13,1,1,1,0,0
9096,14,1,1,0,0,1
9097,15,1,5,0,0,1
9098,17,1,2,0,0,1
9099,14,1,4,1,0,0
9100,14,1,5,1,0,0
9101,16,1,0,0,1,0
9102,19,1,2,0,0,1
9103,18,0,4,0,0,0
9104,15,0,0,0,1,0
9105,13,0,5,1,0,0
9106,18,0,0,1,0,0
9107,13,0,1,0,1,0
9108,15,0,2,0,1,0
9109,14,0,0,0,0,1
9110,10,0,0,1,0,0
9111,10,0,5,0,0,1
9112,8,0,1,0,0,1
9113,10,0,4,0,1,0
9114,12,1,5,1,0,0
9115,17,1,2,0,1,0
9116,9,1,0,1,0,0
9117,19,0,0,0,0,0
9118,14,0,3,0,1,0
9119,13,0,2,0,0,0
9120,14,1,0,0,1,0
9121,11,1,0,0,0,1
9122,6,1,2,0,0,1
9123,18,1,4,0,1,0
9124,9,1,5,0,0,1
9125,14,0,4,1,0,0
9126,14,0,4,0,0,0
9127,14,0,5,0,1,0
9128,17,1,5,0,1,0
9129,14,1,5,0,0,1
9130,6,1,2,0,0,1
9131,14,1,4,0,0,0
9132,14,1,0,0,1,0
9133,19,1,5,0,0,1
9134,6,1,1,1,0,0
9135,14,0,3,1,0,0
9136,9,0,0,0,0,1
9137,13,0,2,0,0,1
9138,14,0,4,0,0,1
9139,19,0,1,0,1,0
9140,14,1,4,0,0,1
9141,14,1,3,0,0,1
9142,19,1,5,1,0,0
9143,6,1,5,0,1,0
9144,11,1,1,1,0,0
9145,6,0,5,0,0,1
9146,11,0,3,0,1,0
9147,13,0,0,0,1,0
9148,17,0,1,0,1,0
9149,14,0,1,0,0,1
9150,13,0,5,0,1,0
9151,17,0,5,0,1,0
9152,18,0,3,0,0,1
9153,7,0,4,0,1,0
9154,14,0,2,0,1,0
9155,14,0,3,0,1,0
9156,14,0,2,0,0,0
9157,12,1,5,1,0,0
9158,14,1,4,0,0,1
9159,14,1,3,0,0,0
9160,11,0,1,0,1,0
9161,16,1,2,1,0,0
9162,14,1,3,1,0,0
9163,8,1,1,0,0,0
9164,9,1,0,0,1,0
9165,8,1,1,0,1,0
9166,17,1,2,0,1,0
9167,10,1,4,1,0,0
9168,18,0,1,1,0,0
9169,14,0,4,0,1,0
9170,14,0,5,1,0,0
9171,18,0,1,0,0,0
9172,11,0,3,1,0,0
9173,15,0,0,0,0,0
9174,12,0,0,0,0,0
9175,14,0,2,0,1,0
9176,14,0,0,0,0,1
9177,18,0,4,1,0,0
9178,14,0,3,1,0,0
9179,12,0,2,0,0,1
9180,16,1,5,1,0,0
9181,12,1,0,0,0,0
9182,19,1,1,0,0,1
9183,12,1,3,0,1,0
9184,18,1,0,0,1,0
9185,10,0,3,1,0,0
9186,14,0,5,0,1,0
9187,12,0,4,1,0,0
9188,13,0,2,0,0,1
9189,6,0,1,0,1,0
9190,14,0,2,0,0,0
9191,7,0,3,1,0,0
9192,7,0,5,1,0,0
9193,13,0,5,0,0,0
9194,14,0,3,1,0,0
9195,13,0,4,1,0,0
9196,9,0,2,0,1,0
9197,14,0,4,0,1,0
9198,19,0,0,0,0,1
9199,14,0,2,0,1,0
9200,14,0,1,0,0,0
9201,17,1,3,0,0,1
9202,19,1,4,0,1,0
9203,14,0,5,0,0,1
9204,16,0,1,1,0,0
9205,7,0,1,0,0,1
9206,13,0,0,0,0,1
9207,14,0,0,0,0,1
9208,14,0,3,0,0,0
9209,14,0,4,1,0,0
9210,13,0,2,1,0,0
9211,9,0,1,1,0,0
9212,13,0,3,0,1,0
9213,10,0,0,0,0,1
9214,17,0,1,0,1,0
9215,13,0,0,0,1,0
9216,14,0,3,1,0,0
9217,14,0,4,1,0,0
9218,14,0,0,0,0,1
9219,13,0,0,0,0,0
9220,10,0,4,0,1,0
9221,14,0,2,0,1,0
9222,12,1,5,0,0,1
9223,12,1,3,1,0,0
9224,13,1,0,1,0,0
9225,13,1,1,1,0,0
9226,13,1,1,1,0,0
9227,9,0,0,0,0,0
9228,14,0,5,0,0,1
9229,12,0,3,0,1,0
9230,14,0,1,0,0,1
9231,14,0,2,1,0,0
9232,12,1,3,0,0,1
9233,18,1,0,0,0,0
9234,12,1,3,0,1,0
9235,17,1,3,0,0,1
9236,14,1,3,0,1,0
9237,19,1,0,0,0,0
9238,14,1,2,1,0,0
9239,14,1,2,0,1,0
9240,14,1,4,0,0,1
9241,11,0,5,0,1,0
9242,8,0,1,0,1,0
9243,9,1,4,0,1,0
9244,14,1,1,0,1,0
9245,14,0,0,1,0,0
9246,18,0,3,1,0,0
9247,14,0,3,0,1,0
9248,13,0,2,1,0,0
9249,15,0,5,0,0,0
9250,14,0,1,1,0,0
9251,6,1,1,1,0,0
9252,17,1,3,0,0,1
9253,14,1,0,0,1,0
9254,13,1,4,0,0,0
9255,11,1,2,0,1,0
9256,6,1,3,0,0,1
9257,14,1,1,0,0,1
9258,8,1,2,1,0,0
9259,14,1,1,1,0,0
9260,9,1,1,1,0,0
9261,10,1,2,0,1,0
9262,18,1,1,1,0,0
9263,14,1,1,0,1,0
9264,14,1,4,0,0,0
9265,15,1,4,0,0,1
9266,14,1,3,0,1,0
9267,14,1,1,0,0,1
9268,19,1,4,1,0,0
9269,14,0,3,0,0,0
9270,18,0,0,1,0,0
9271,7,0,5,0,0,0
9272,6,0,4,0,0,1
9273,8,0,5,1,0,0
9274,11,1,1,1,0,0
9275,11,1,5,0,1,0
9276,14,1,1,1,0,0
9277,14,0,0,0,1,0
9278,8,0,5,0,0,1
9279,8,0,0,1,0,0
9280,18,0,1,0,1,0
9281,14,0,3,1,0,0
9282,14,0,3,0,0,1
9283,10,0,2,0,1,0
9284,11,1,0,1,0,0
9285,6,1,0,0,0,1
9286,13,1,5,0,0,0
9287,14,1,1,1,0,0
9288,14,1,4,0,1,0
9289,9,1,5,1,0,0
9290,17,1,1,0,1,0
9291,18,1,5,1,0,0
9292,9,1,2,0,1,0
9293,13,1,5,0,0,1
9294,8,0,5,0,1,0
9295,14,0,3,0,0,0
9296,13,0,3,0,0,1
9297,16,0,0,0,1,0
9298,14,0,1,0,1,0
9299,19,0,4,0,1,0
9300,13,0,0,0,0,0
9301,14,0,4,0,1,0
9302,14,1,1,0,0,1
9303,10,1,5,0,0,0
9304,6,1,4,1,0,0
9305,14,1,3,0,0,1
9306,15,0,0,0,0,1
9307,16,0,5,0,1,0
9308,6,0,3,1,0,0
9309,18,0,1,0,0,0
9310,13,1,4,1,0,0
9311,17,1,5,0,0,1
9312,7,1,2,0,0,0
9313,8,1,0,0,1,0
9314,14,1,4,0,1,0
9315,18,1,2,0,1,0
9316,13,1,5,0,1,0
9317,14,1,5,0,1,0
9318,14,1,2,0,1,0
9319,14,0,2,1,0,0
9320,8,0,5,1,0,0
9321,14,1,1,1,0,0
9322,12,1,1,0,0,1
9323,13,1,1,1,0,0
9324,9,1,0,0,1,0
9325,14,1,2,0,0,1
9326,16,1,0,1,0,0
9327,6,1,0,1,0,0
9328,10,1,1,0,1,0
9329,12,1,1,0,1,0
9330,14,1,0,1,0,0
9331,19,1,5,0,0,1
9332,14,1,2,1,0,0
9333,6,1,1,0,1,0
9334,6,1,1,0,1,0
9335,7,1,5,0,0,0
9336,14,1,4,0,0,1
9337,12,1,2,0,1,0
9338,9,1,2,0,0,0
9339,12,0,3,0,1,0
9340,14,0,3,0,0,1
9341,14,0,5,0,1,0
9342,16,0,4,0,0,0
9343,13,0,4,1,0,0
9344,13,1,1,1,0,0
9345,16,1,5,1,0,0
9346,15,0,3,0,0,1
9347,18,0,0,1,0,0
9348,14,0,5,0,0,1
9349,13,0,2,0,0,0
9350,18,0,1,1,0,0
9351,8,0,4,0,1,0
9352,13,0,5,0,0,0
9353,14,0,3,0,1,0
9354,19,0,2,0,0,0
9355,14,1,2,0,1,0
9356,8,1,2,1,0,0
9357,12,1,0,0,1,0
9358,14,1,0,0,1,0
9359,13,1,0,1,0,0
9360,11,1,2,0,1,0
9361,14,1,2,0,1,0
9362,9,1,3,1,0,0
9363,14,1,2,0,1,0
9364,14,1,3,0,1,0
9365,19,1,0,0,0,1
9366,19,1,2,1,0,0
9367,14,1,5,0,0,0
9368,17,1,5,0,0,1
9369,18,1,4,0,0,0
9370,14,1,5,0,1,0
9371,17,1,4,0,1,0
9372,13,1,4,0,1,0
9373,13,1,3,0,1,0
9374,14,1,1,1,0,0
9375,11,1,0,0,1,0
9376,14,1,2,0,1,0
9377,18,0,5,0,0,1
9378,7,0,4,0,0,0
9379,14,0,3,0,0,1
9380,14,0,2,0,1,0
9381,14,0,5,0,1,0
9382,18,1,0,0,0,1
9383,14,1,2,0,0,1
9384,14,0,2,0,0,1
9385,7,0,0,0,1,0
9386,14,0,2,1,0,0
9387,13,0,0,0,0,0
9388,11,1,5,0,1,0
9389,19,1,3,0,1,0
9390,13,1,5,1,0,0
9391,14,1,5,1,0,0
9392,12,1,2,0,1,0
9393,11,1,0,0,1,0
9394,15,1,5,1,0,0
9395,16,1,3,0,1,0
9396,6,1,4,1,0,0
9397,14,1,0,0,0,0
9398,14,1,0,0,0,1
9399,15,1,0,0,0,0
9400,14,1,4,0,1,0
9401,6,1,2,0,1,0
9402,14,1,3,0,0,1
9403,8,1,5,0,0,1
9404,14,0,1,0,1,0
9405,7,0,2,1,0,0
9406,14,1,1,0,0,1
9407,15,1,2,0,1,0
9408,15,1,0,0,0,1
9409,13,1,1,0,1,0
9410,13,1,0,0,0,1
9411,14,0,5,0,1,0
9412,14,0,1,0,0,0
9413,18,1,4,1,0,0
9414,19,1,0,0,0,0
9415,19,0,5,0,0,1
9416,14,0,3,1,0,0
9417,18,1,0,0,1,0
9418,14,1,1,0,0,0
9419,14,1,1,0,0,0
9420,8,0,3,0,1,0
9421,14,0,0,1,0,0
9422,13,0,3,0,0,0
9423,9,0,4,0,0,0
9424,14,0,0,0,0,0
9425,19,0,2,0,1,0
9426,13,1,3,0,0,1
9427,14,1,5,0,0,1
9428,14,1,3,0,0,0
9429,12,1,4,0,0,1
9430,14,1,2,0,0,0
9431,10,0,4,0,1,0
9432,14,0,0,0,1,0
9433,14,0,4,0,1,0
9434,14,0,4,0,0,1
9435,17,0,0,0,1,0
9436,13,0,3,1,0,0
9437,19,0,4,0,0,1
9438,14,1,1,0,0,0
9439,13,1,1,0,0,1
9440,9,1,1,0,0,1
9441,14,0,1,0,1,0
9442,13,0,3,1,0,0
9443,14,0,5,0,1,0
9444,14,0,4,1,0,0
9445,19,0,0,0,0,1
9446,13,0,3,0,0,0
9447,15,0,3,0,1,0
9448,14,0,4,0,0,0
9449,10,0,0,1,0,0
9450,19,1,0,0,1,0
9451,13,1,4,0,0,0
9452,19,1,2,0,0,1
9453,12,1,5,0,1,0
9454,14,1,0,0,1,0
9455,10,1,0,0,0,0
9456,18,1,4,0,1,0
9457,15,0,1,0,0,0
9458,14,0,1,0,1,0
9459,11,1,5,1,0,0
9460,13,1,4,0,0,0
9461,15,1,3,0,1,0
9462,14,1,3,1,0,0
9463,13,1,4,0,1,0
9464,13,1,1,0,1,0
9465,18,1,4,0,0,1
9466,17,1,4,0,1,0
9467,14,1,5,0,0,0
9468,13,1,2,0,1,0
9469,13,1,1,0,0,0
9470,14,0,0,1,0,0
9471,17,0,0,0,1,0
9472,14,0,2,0,1,0
9473,14,0,2,1,0,0
9474,7,0,5,0,0,1
9475,16,1,0,0,0,1
9476,14,1,1,0,1,0
9477,14,1,1,0,0,0
9478,13,1,4,0,0,1
9479,16,1,2,0,0,0
9480,16,1,2,1,0,0
9481,18,1,0,0,1,0
9482,7,1,0,0,0,0
9483,11,1,0,1,0,0
9484,16,1,0,0,1,0
9485,7,1,4,0,0,1
9486,13,1,5,1,0,0
9487,13,1,2,0,0,1
9488,9,1,2,0,0,1
9489,11,0,5,0,1,0
9490,9,0,3,1,0,0
9491,14,0,2,0,1,0
9492,8,1,4,0,0,1
9493,10,1,4,0,0,1
9494,17,1,2,0,1,0
9495,8,1,0,0,1,0
9496,8,0,0,0,1,0
9497,14,0,5,0,1,0
9498,14,1,3,0,1,0
9499,19,1,3,1,0,0
9500,12,0,2,0,1,0
9501,13,0,5,0,0,1
9502,14,0,2,0,0,1
9503,14,0,5,0,1,0
9504,14,0,2,0,0,0
9505,14,0,5,1,0,0
9506,13,0,4,0,0,1
9507,19,0,1,1,0,0
9508,17,0,2,0,1,0
9509,8,0,3,0,0,1
9510,6,0,3,0,1,0
9511,6,0,5,0,0,1
9512,14,0,0,0,1,0
9513,7,0,2,0,0,1
9514,14,0,3,0,0,0
9515,14,0,4,0,1,0
9516,17,0,2,1,0,0
9517,17,1,4,1,0,0
9518,14,1,4,0,0,1
9519,6,0,0,0,1,0
9520,13,0,5,0,1,0
9521,14,0,3,0,0,1
9522,19,1,0,0,1,0
9523,14,1,5,1,0,0
9524,14,1,3,0,0,1
9525,6,0,1,0,1,0
9526,13,0,5,0,1,0
9527,19,0,5,0,1,0
9528,14,0,2,0,1,0
9529,13,0,3,0,0,1
9530,17,0,5,0,0,1
9531,12,0,4,0,1,0
9532,7,0,1,0,0,1
9533,13,0,5,0,0,1
9534,14,0,0,0,0,1
9535,7,0,4,0,1,0
9536,18,0,0,0,0,1
9537,14,0,4,0,1,0
9538,13,0,4,0,0,0
9539,13,0,3,0,0,0
9540,19,0,4,0,1,0
9541,10,0,1,0,0,0
9542,8,0,3,0,1,0
9543,13,0,2,1,0,0
9544,14,0,2,0,1,0
9545,15,1,3,0,1,0
9546,12,1,5,0,1,0
9547,13,1,3,0,1,0
9548,16,1,0,1,0,0
9549,8,0,2,0,0,1
9550,14,1,1,0,1,0
9551,14,1,0,0,0,1
9552,9,0,1,0,0,1
9553,14,0,2,0,1,0
9554,14,0,4,0,1,0
9555,10,0,3,0,0,0
9556,14,0,0,0,0,1
9557,18,0,3,0,1,0
9558,14,0,2,1,0,0
9559,18,0,5,1,0,0
9560,9,0,3,0,0,1
9561,14,0,3,0,0,1
9562,13,0,3,0,1,0
9563,14,0,3,0,0,1
9564,14,0,0,0,0,0
9565,16,1,4,0,1,0
9566,16,1,4,0,1,0
9567,13,0,1,0,0,1
9568,6,1,3,0,0,1
9569,14,1,2,1,0,0
9570,14,1,2,0,1,0
9571,17,1,0,0,0,1
9572,6,1,5,0,1,0
9573,14,1,5,0,0,1
9574,11,1,0,0,1,0
9575,13,1,4,0,0,1
9576,6,1,3,1,0,0
9577,11,1,3,0,0,1
9578,17,1,1,0,0,1
9579,16,1,2,0,1,0
9580,17,1,4,0,1,0
9581,13,1,1,0,0,1
9582,17,1,1,0,0,0
9583,8,1,2,0,0,1
9584,11,1,2,1,0,0
9585,16,1,5,0,1,0
9586,8,1,2,0,1,0
9587,14,1,4,0,0,1
9588,9,1,2,0,1,0
9589,13,1,5,1,0,0
9590,18,1,3,1,0,0
9591,10,1,3,1,0,0
9592,8,1,0,0,1,0
9593,14,1,3,0,1,0
9594,12,0,0,0,1,0
9595,10,0,3,0,1,0
9596,9,1,3,1,0,0
9597,8,1,3,0,1,0
9598,18,1,3,0,1,0
9599,14,1,2,0,0,1
9600,13,1,2,0,0,1
9601,18,1,4,0,1,0
9602,15,1,1,1,0,0
9603,8,1,5,0,1,0
9604,11,1,4,1,0,0
9605,17,0,5,0,0,0
9606,9,1,1,1,0,0
9607,14,1,5,0,0,1
9608,14,0,2,0,1,0
9609,17,0,0,0,1,0
9610,12,1,1,0,0,1
